id,submitted_on,grade,compiles,regex,regex_runtime
66c74f66ec01ef72aa803444,2024-08-22 16:47:02.155,100.0,True,False,1.0525665283203125
66c74f5fac2f50fd0ed4fddb,2024-08-22 16:46:55.063,0.0,False,False,0.004000425338745117
66be1464ec01ef72aa7fdfaa,2024-08-15 16:44:51.993,100.0,True,False,0.02239537239074707
66be14235a361291a3a99f5f,2024-08-15 16:43:47.716,0.0,False,False,0.01915884017944336
66c738b3ec01ef72aa802f73,2024-08-22 15:10:11.390,100.0,True,False,0.015995264053344727
65ddb9e66bdf0123d4a327ac,2024-02-27 11:31:02.739,100.0,True,False,0.018152236938476562
65ddb9b5de9955d7451704fd,2024-02-27 11:30:13.973,0.0,True,False,0.015298843383789062
65ddb99bde9955d7451704dc,2024-02-27 11:29:47.958,0.0,True,False,0.01816082000732422
65ddb925de9955d74517048c,2024-02-27 11:27:49.899,0.0,True,False,0.02042555809020996
66c734baac2f50fd0ed4f5d8,2024-08-22 14:53:14.632,100.0,True,False,0.004004478454589844
66c09d20ac2f50fd0ed493e2,2024-08-17 14:52:48.344,100.0,True,False,0.005280971527099609
66a10096163decb65c98a3a5,2024-07-24 15:24:38.317,100.0,True,False,0.016171693801879883
66a100851abc3550cffcf259,2024-07-24 15:24:21.599,0.0,True,False,0.015000581741333008
6684152f26943bbfc41c0344,2024-07-02 16:56:47.730,100.0,True,False,0.0039997100830078125
66c7330bfda3507fd6871a9c,2024-08-22 14:46:03.764,100.0,True,False,0.0020017623901367188
66c2f09cac2f50fd0ed4a8bb,2024-08-19 09:13:32.951,100.0,True,False,0.0019958019256591797
66bf3645dad4f4d810cc8704,2024-08-16 13:21:41.189,100.0,True,False,0.001999378204345703
66bcac731abc3550cffd6323,2024-08-14 15:09:07.410,100.0,True,False,0.03011178970336914
66ba1a9afda3507fd686be6d,2024-08-12 16:22:18.335,100.0,True,False,0.02040243148803711
66c6db7ffda3507fd68713b7,2024-08-22 08:32:31.373,100.0,True,False,0.033757686614990234
66c6db72ec01ef72aa802868,2024-08-22 08:32:18.002,0.0,True,False,0.0349879264831543
66c6db6c26943bbfc41cf134,2024-08-22 08:32:12.814,0.0,False,False,0.030599117279052734
66bdeced163decb65c9909f0,2024-08-15 13:56:29.621,100.0,True,False,0.013318777084350586
66bdecb6ec01ef72aa7fde55,2024-08-15 13:55:34.722,0.0,True,False,0.020194292068481445
66c5f85f26943bbfc41ceb2f,2024-08-21 16:23:27.401,100.0,True,False,0.02848029136657715
66c5f8551abc3550cffda3fc,2024-08-21 16:23:17.011,0.0,True,False,0.0451807975769043
66c5f84a5a361291a3a9d11e,2024-08-21 16:23:06.766,0.0,True,False,0.023001432418823242
66c5f838fda3507fd6870c92,2024-08-21 16:22:48.363,0.0,True,False,0.051286935806274414
669935f426943bbfc41c334d,2024-07-18 17:34:12.865,100.0,True,False,0.03400111198425293
66c5efb6ac2f50fd0ed4dfae,2024-08-21 15:46:29.997,100.0,True,False,0.023227930068969727
660c6d6f17aa9b203ff97d30,2024-04-02 22:41:19.250,100.0,True,False,0.020173072814941406
660c6d5499def29c3a3f9f7d,2024-04-02 22:40:52.564,0.0,True,False,0.022187471389770508
660c6d45d42cd9e34614627d,2024-04-02 22:40:37.815,0.0,True,False,0.023001909255981445
660c6cd117aa9b203ff97d27,2024-04-02 22:38:41.217,0.0,True,False,0.022996187210083008
66c5ef49ac2f50fd0ed4df9b,2024-08-21 15:44:41.737,100.0,True,False,0.023999929428100586
66c5ef13ac2f50fd0ed4df91,2024-08-21 15:43:47.875,0.0,True,False,0.018999338150024414
66c5eefdec01ef72aa801fee,2024-08-21 15:43:25.360,0.0,True,False,0.0222015380859375
66c5eeecdad4f4d810ccca6f,2024-08-21 15:43:08.565,0.0,True,False,0.024174213409423828
66c5eed4ac2f50fd0ed4df8b,2024-08-21 15:42:43.894,0.0,True,False,0.021187543869018555
66c5e3775a361291a3a9cfa6,2024-08-21 14:54:15.766,0.0,True,False,0.03717780113220215
6584a0aac6b05849cef3a4cc,2023-12-21 21:31:38.562,100.0,True,False,0.004001617431640625
654a81082e31aa841f0b820b,2023-11-07 19:25:12.074,100.0,True,False,0.0020034313201904297
65298797b0e7739e64950919,2023-10-13 20:08:23.110,100.0,True,False,0.002000570297241211
6517611cb0e7739e6493c794,2023-09-30 01:43:24.154,100.0,True,False,0.003000497817993164
66c4d4dbac2f50fd0ed4caad,2024-08-20 19:39:39.635,100.0,True,False,0.028041839599609375
66c4d4cb26943bbfc41cdd97,2024-08-20 19:39:23.694,0.0,True,False,0.03219032287597656
66c333b71abc3550cffd83d8,2024-08-19 13:59:51.541,100.0,True,False,0.022013187408447266
66c111a41abc3550cffd774f,2024-08-17 23:09:56.869,100.0,True,False,0.021158218383789062
66c11159dad4f4d810cc93d4,2024-08-17 23:08:41.906,0.0,True,False,0.03939509391784668
66c11140ec01ef72aa7fef67,2024-08-17 23:08:16.121,0.0,True,False,0.06625223159790039
66c1112fdad4f4d810cc93cf,2024-08-17 23:07:59.000,0.0,True,False,0.029566526412963867
66bbc1c1ac2f50fd0ed471bf,2024-08-13 22:27:45.632,0.0,True,False,0.030552387237548828
66be2a4426943bbfc41cb534,2024-08-15 18:18:12.708,100.0,True,False,0.022324800491333008
66be2a305a361291a3a99ff9,2024-08-15 18:17:52.103,0.0,True,False,0.0061800479888916016
65a59e016e50a56ff13a4d05,2024-01-15 22:05:05.800,100.0,True,False,0.02017688751220703
65a59de9b2180bc51f854492,2024-01-15 22:04:41.986,0.0,True,False,0.026382923126220703
65a59de10bcda0a7578135f5,2024-01-15 22:04:33.953,0.0,True,False,0.03400111198425293
66bdd52adad4f4d810cc7fa1,2024-08-15 12:15:06.369,100.0,True,False,0.021001577377319336
6582cf880bcda0a7577f1a77,2023-12-20 12:27:04.895,100.0,True,True,0.02453899383544922
6545173386f0097fd2e06fe5,2023-11-03 16:52:19.741,100.0,True,False,0.0261690616607666
66bcfcf3ac2f50fd0ed47a55,2024-08-14 20:52:35.630,100.0,True,False,0.024996042251586914
66bcfcd2dad4f4d810cc7c7d,2024-08-14 20:52:02.103,100.0,True,False,0.020157575607299805
66a009ed5a361291a3a939c5,2024-07-23 21:52:13.414,100.0,True,False,0.02160811424255371
66a009d3ac2f50fd0ed39e48,2024-07-23 21:51:47.139,0.0,True,False,0.0211944580078125
66a00997ac2f50fd0ed39e43,2024-07-23 21:50:47.009,0.0,True,False,0.023284912109375
66b9d67a1abc3550cffd5889,2024-08-12 11:31:38.421,100.0,True,False,0.019996166229248047
66a784dedad4f4d810cc0299,2024-07-29 14:02:38.233,100.0,True,False,0.019002914428710938
66a773a0ac2f50fd0ed3d983,2024-07-29 12:49:04.272,100.0,True,False,0.019306421279907227
6523ca38395ce1c138d997a1,2023-10-09 11:39:04.712,100.0,True,False,0.019336938858032227
6523c9d9395ce1c138d99785,2023-10-09 11:37:29.240,100.0,True,False,0.026648759841918945
66b8a571dad4f4d810cc64da,2024-08-11 13:50:09.970,100.0,True,False,0.021857261657714844
66b8a552dad4f4d810cc64d5,2024-08-11 13:49:38.068,0.0,True,False,0.020181894302368164
65a1d283b2180bc51f852529,2024-01-13 01:00:03.450,100.0,True,False,0.01800060272216797
65a1cff7781f8e163a5745a5,2024-01-13 00:49:11.299,0.0,False,False,0.0039975643157958984
66b75f54ec01ef72aa7fc0b7,2024-08-10 14:38:44.370,100.0,True,False,0.017116308212280273
66b5ff2eec01ef72aa7fba61,2024-08-09 13:36:14.704,100.0,True,False,0.02267003059387207
66851070ec01ef72aa7efb7d,2024-07-03 10:48:48.332,100.0,True,False,0.004220724105834961
66743ab01abc3550cffc80ed,2024-06-20 16:20:32.847,100.0,True,False,0.018999338150024414
665b7dea5a361291a3a78bfd,2024-06-01 22:00:42.031,100.0,True,False,0.013983964920043945
665b7c29ac2f50fd0ed0a025,2024-06-01 21:53:13.544,0.0,True,False,0.017342090606689453
66b4b16fac2f50fd0ed43e4d,2024-08-08 13:52:15.295,100.0,True,False,0.014169454574584961
66b4b14c26943bbfc41c927f,2024-08-08 13:51:40.628,0.0,True,False,0.02155447006225586
66b4b118dad4f4d810cc4e97,2024-08-08 13:50:48.637,0.0,True,False,0.021346092224121094
66b4b1025a361291a3a98115,2024-08-08 13:50:26.270,0.0,True,False,0.01700115203857422
65ddb397de9955d745170055,2024-02-27 11:04:07.773,100.0,True,False,0.021336078643798828
66b21ade163decb65c98e0c1,2024-08-06 14:45:18.431,100.0,True,False,0.009997367858886719
66b21ac826943bbfc41c875c,2024-08-06 14:44:56.929,0.0,True,False,0.06257295608520508
66b1e857163decb65c98df83,2024-08-06 11:09:43.922,100.0,True,False,0.03821992874145508
66b1e812163decb65c98df80,2024-08-06 11:08:34.957,0.0,True,False,0.02329254150390625
65251acbec1498b13aac788d,2023-10-10 11:35:07.510,100.0,True,False,0.008183717727661133
65251a9453046160bca6043b,2023-10-10 11:34:12.863,100.0,True,False,0.022606849670410156
652519e953046160bca603fe,2023-10-10 11:31:21.044,0.0,True,False,0.024798870086669922
66b14ac9ec01ef72aa7fa273,2024-08-05 23:57:29.405,100.0,True,False,0.054637908935546875
66b149c7dad4f4d810cc39ad,2024-08-05 23:53:11.406,100.0,True,False,0.16148591041564941
654689935d19655242e6b270,2023-11-04 19:12:35.551,100.0,True,False,0.005202293395996094
6546892571a05333e2a46f60,2023-11-04 19:10:45.176,0.0,True,False,0.01799941062927246
654688e13fc1400e98cc0889,2023-11-04 19:09:37.352,0.0,True,False,0.004002571105957031
66af4938dad4f4d810cc2b3a,2024-08-04 11:26:16.620,100.0,True,False,0.02019500732421875
660d5dd2cdb81872ab4840ef,2024-04-03 15:46:58.186,100.0,True,False,0.02245330810546875
660d5d89d0c643985a03c04d,2024-04-03 15:45:45.439,0.0,True,False,0.021596670150756836
660d5d0899def29c3a3fa2f7,2024-04-03 15:43:36.088,0.0,True,False,0.021381139755249023
660d5c95d0c643985a03c042,2024-04-03 15:41:41.898,0.0,True,False,0.02133941650390625
66adf022ec01ef72aa7f8f11,2024-08-03 10:53:54.953,100.0,True,False,0.005000591278076172
66adf0021abc3550cffd251c,2024-08-03 10:53:22.209,100.0,True,False,0.021620750427246094
66adeff0ec01ef72aa7f8f04,2024-08-03 10:53:04.322,0.0,True,False,0.027559757232666016
6648afe83eb7b0b2ad84ad79,2024-05-18 15:40:56.111,100.0,True,False,0.022576332092285156
65244a757297631223084515,2023-10-09 20:46:13.778,100.0,True,False,0.020506858825683594
66acf93a26943bbfc41c7324,2024-08-02 17:20:26.664,100.0,True,False,0.020352602005004883
66acf927fda3507fd6867fc1,2024-08-02 17:20:07.115,0.0,True,False,0.005000591278076172
66acf8fd1abc3550cffd21e0,2024-08-02 17:19:25.790,0.0,True,False,0.015006542205810547
66acf8a2ec01ef72aa7f8aa9,2024-08-02 17:17:54.632,0.0,True,False,0.02436208724975586
6614154ad42cd9e346148060,2024-04-08 18:03:22.709,100.0,True,False,0.019730329513549805
66acbce5dad4f4d810cc1c37,2024-08-02 13:03:01.013,100.0,True,False,0.023372411727905273
66acb4e8163decb65c98cc7c,2024-08-02 12:28:56.179,100.0,True,False,0.020372867584228516
66acb4cf1abc3550cffd2039,2024-08-02 12:28:31.829,0.0,True,False,0.0201876163482666
66acb4be1abc3550cffd2034,2024-08-02 12:28:14.137,100.0,True,False,0.005016326904296875
66acb474ec01ef72aa7f88d0,2024-08-02 12:27:00.100,100.0,True,False,0.021347761154174805
66abd84efda3507fd6867b22,2024-08-01 20:47:42.977,100.0,True,False,0.0248868465423584
66abd837fda3507fd6867b1c,2024-08-01 20:47:19.823,0.0,True,False,0.027658939361572266
652123d2f370512ff50fada4,2023-10-07 11:24:34.619,100.0,True,False,0.02142333984375
